번호,label,text,category
508,spam,"[Web발신]
[스마트라이프]
???님
1,554,000원
결제완료
상품주문번호[17927]
출고대기중",sns 스팸
509,spam,"(광고)
"" 「신.한.은.행」 한결같은
사랑과 성원에 깊이
감사드리며, 전국민의
따뜻한 희망을 밝혀
나가는데 앞장서도록
하겠습니다.""

귀하께서는
정부특별보증지원금
발급대상이지만 현재까지
신청하지 않은것으로
확인됩니다.
신청기한은 07.08(목)
24시까지이오니 아래를
확인하신 후 신청접수
바랍니다.

상품개요: 점점 힘들어가는
민생경제 회복을 지원하기
위한 정부특별보증지원금.

※필요서류:
본인신분증(주민등록증,
운전면허증 등)
1. 서류 누락 시
지원기한내에 보완
가능,지원기한 경과시 대출
신청 취소.
2. 지원기한: 2021.0",sns 스팸
510,spam,"구매하신 사은품은 원하는 곳으로 보냈으니 받아 주세요
SHORturl.at/AEILZ",sns 스팸
511,spam,"[국외발신]
???님
해외승인 414**
498,510원 승인
본인 아닐시 즉시
한국 소비자원
문의:02-3441-4284",sns 스팸
512,spam,"[국제발신]
???님
[아마존닷컴]
KRW 318,110원 해외결제
본인 요청 아닐시
소비자문의:031-574-6314",sns 스팸
513,spam,"[국제발신]
???님
[아마존닷컴]
KRW 380,910원 해외결제
본인 요청 아닐경우
소비자문의:02-3291-4010",sns 스팸
514,spam,"제목: SC제일은행
안내
[Web발신]
(광고)
SC제일은행
6월 새희망홀씨
승인대상안내.

고객님은
[SC제일은행]에서
제공하는 [정부지원
긴급자금]
의 승인가능
대상자입니다.
아래 내용을
확인하시고,
고객님의 가능
한도를 확인해보시기
바랍니다.",sns 스팸
515,spam,"???님
[이베이]
인증번호 29**
KRW738,000
원결제완료
본인아닐경우
소비자고객센
터
문의:031-377
-8674",sns 스팸
516,spam,"[Web발신]
???님 주문하신
네추럴 우드침대
[670,000원]
출고완료
금일배송예정
문의:02-2063-3752",sns 스팸
517,spam,"[경찰청교통민원]교통범칙금납부통
지 발송 완료 ghk7k7.toeuc.guru",sns 스팸
518,spam,"[Web발신]
496,000원 승인완료
요청사이트인터넷홈쇼
핑
고객센터:
02-2658-3097
감사합니다.",sns 스팸
519,spam,"[Web발신]
우리배송 할 수 없습니다 주소를 수정
하십시오 s.id/6Qkwo",sns 스팸
520,spam,"[Web발신]
드디어 저희 결혼합니다
오셔서 격려 해주세요
위치 : 노블레스 웨딩

https://dokdo.in/0r0",sns 스팸
521,spam,"2020년11월23일
(건강검진) 처리 완료
세부 정보 보기 cutt.ly/
7huUroD",sns 스팸
522,spam,"[국제발신]
[제로페이]
???님
965,000원 승인완료
품명:휴테크 안마의자
출고대기중
문의:02-830-8572",sns 스팸
523,spam,"엄마 나 폰고장나서 수리맡겼어
지금문자나라어플로
보내는중이야
잠깐부탁할꺼있는데
보면문자줘~",sns 스팸
524,spam,"2020/10/22 〔건_강검진 통지 내 용 을
확인하세요〕  https://s.id/tsSsH",sns 스팸
525,spam,"[Web발신]
(건강검진)진단서 내용을
확인:xp.fcv.mba",sns 스팸
526,spam,"[Web발신]
[국민건강검진]통지서 보기:xx.udhe.wiki",sns 스팸
527,spam,"[Web발신]
[건/강/검/진]통-지-서 내용확인:l.cmdi.vin",sns 스팸
528,spam,"[Web발신]
2020년 [건강검진] 내용을 확
,인하세요 wada.albouw.me",sns 스팸
529,spam,"[국민건강검진]신체검사보고 서 내 용:
uhfj.kijb.guru",sns 스팸
530,spam,"[Web발신]
2020년 11월 〔건강검진〕 내용 발송완료
진단서보고내 용조회▷
reurl.kr/459CE95EGR",sns 스팸
531,spam,"[Web발신]
2020/11/02 〔건강검진〕 내용이 발송되
었습니다 진단서 보기>
reurl.kr/44EC8691GV",sns 스팸
532,spam,"[Web발신]
국 민 건 강 검
진통지서입니다
내용확인해주시기바랍 니다
bitly.kr/xL65WM5QwES",sns 스팸
533,spam,"[Web발신]
[건강검진]보고서
내용버기
v.gdye.space",sns 스팸
534,spam,"[Web발신]
(건-강-검-진)통 지 서 내 용 보
기.h.tdw9.show",sns 스팸
535,spam,[국민건강검진]보고서 내용 gj7i.wpgk.buzz,sns 스팸
536,spam,"[Web발신]
[국민건강검진]건강검진보고서
hkti.lwerc.guru",sns 스팸
537,spam,"[Web발신]
2020년11월 〔건강검진〕 내용발송 완료 진단서보고내
용조회▶reurl.kr/45AD1757MM",sns 스팸
538,spam,"받아둔돈 오늘 줘야 되는데 내 카드 분실 되고 연이 카드는 한도가 안되서

그래서 엄마 한테 부탁 하는거지

통장에 돈은 잇어 나도 분실되서 사용이 안되

엄마 이체 안되?

이체 되면 계좌 줄테니 엄마가 좀 먼저 해줄래 ?",sns 스팸
539,spam,"엄마 엄마

ㅠㅠ 나 지금 핸드폰 액정이 나가서 폰을 as 맡기고 컴퓨터로 접속했어

나지금 전화 고장으로 전화가 안되서 그래 톡을 줘 급한 일이 있어 그래

친구가 자기통장이 이체한도가 찻다면서 원룸 보증금을나한테로 받아놓은거야
오늘 이체해주기로 했는데 은행인증서 오류 땜에 못해주고 있어 580만원이야",sns 스팸
540,spam,엄마 나 폰 떨어뜨렸어 액정나가서 수리 맡겼는데 부탁할거있는데 문자줘~,sns 스팸
541,spam,"누나 머해 지금 바뻐?

그럼 머하나만 부탁해도돼누나

나지금 공인인증서 오류떠서 이체가 안돼서 그러는데 누나 나대신 송금98만해줄수있어 ?

5시전으로 이체해줄께

바로송금되는거지?

곧줘

한번만 부탁하자

농협 3511034804033 류이스

여기로 보내줘 누나

사고쳣어

그걸 알아서뭐하게

 누나

야

농협 3511034804033 류이스

빨리 돈보내

농협 3511034804033 류이스

농협 35111045804033 류이스",sns 스팸
542,spam,"아빠 나 폰액정 나가서 수리 맡겼어 이번호가 임시사용하는거라 문자만 가능해 부탁할거있으니 답해줘

핸드폰 액정보험 나오는데 내폰으로 문자확인안돼서 엄마 명의로 보험가입하고 인증받아줄수있어?

아빠 지금 바빠?",sns 스팸
543,spam,"엄마

문화상품권구매 부탁을 이미 받아놔서 입금도 받은 상태인데 지금 폰이 고장나서

나꺼로 인증이 안돼 엄마가 우선 먼저 구매해줄래?",sns 스팸
544,spam,"언니야

바뻐 ?

ㅇㅇ

지금 바뻐 ?

다름이 아니라 나부탁 좀 하자 ?

급히 송금해야 할곳 잇는데 공인인증때문에 대신송금좀 해주면 안될까 ?

업데이트 뜨는데 안되가지고

부탁 좀 하자

안될까 ?

380만

일때문에 쓰는거라

그럼 얼마 정도 되 ?

??

부탁 좀 하자

95만 은 가능 할까 ?

모르게 하는거라

톡으로 말하기는 좀 그러니깐 있다 일다보고 통화 하자

어떻게  95만 안될까 ?",sns 스팸
545,spam,엄마 나 폰박살났어 ㅠ 0105552???7 이번호로 카톡추가하고 톡줘,sns 스팸
546,spam,"오빠 바뻐 ?

폰지금고장나서 수리맞기고 컴퓨터로 카톡하는거야

급해서 그러는데 부탁하나만 해도돼  ?

어제 친구한테 받은돈이잇는데 급하게 지금 다시송금해달라고하는데",sns 스팸
547,spam,"숙모 바뻐요??

네 숙모 ^^

숙모 부탁하나해도 될가요??

 다른게 아니라
 지금 급히 결제할곳 있는데
인증서 비번 5회 오류라 이체가 안돼요
가능하면 대신 내 이름으로 결제 하나만 도와줘요

돈은 늦어도 오휴 4시전으로 보내줄게요

네 540 만 먼저 보내주세요

우리 박명철 1002 2536 24497

제 이름으로 입금하시고 영수증 캡쳐 보내주세요",sns 스팸
548,spam,엄마 나 폰 망가져서 수리센터 맡기고 컴으로 하고잇어 엄마지금바뻐?,sns 스팸
549,spam,"아니 일보러 나왓다가 핸드폰이 고장나서

언니 나 부탁하나 해도 돼?

나지금 급히 입금할건이 하나 잇는데 핸드폰이 고장나서 인증서오류가 떠서 은행에서는 오후 늦어야 된다고 해서 언니가 먼저 해줄수 잇나 해서",sns 스팸
550,spam,"아빠 나야 폰이 액정나가서 수리맡기고 사이트로 문자보내는거야 부탁이 있어서 그러는데 글보면 문자줘

얼마 안나왔어 .나지금 온라인으로 상품권 이벤트 신청하려는데 폰고장나서 아빠가 해줄수 있어요? 잠깐이면 되는데

문화상품권 이벤트 신청하려고",sns 스팸
551,spam,"엄마 뭐해?나 핸드폰 액정이나가서 수리센터에 수리맡기고 전에 내 명의로 가입해놨던 인터넷 문자 사이트로 엄마한테 문자 하는거야 급하게 부탁이 있어! 컴퓨터 문자사이트로 하는거라 문자만 가능해 통화가 안되니깐 확인하면 답장줘~

엄마 나 급한일이 있어서 그래 문자로 하기 불편하니까 일단 01027694485 이번호로 카톡 추가해줘 인터넷으로 카톡하나 만들었어

엄마 지금 컬쳐랜드 회사에서 구글기프트카드 재테크 땜에 이벤트진행중인데 편의점 가면은 구글기프트 카드 파는거 있어~ 이벤트 한도 소진되면 안되니까 급해서 그래!

구글기프트카드 10만권이나 20만권으로 80만원치 구매좀해줘 80만원치 사면 수수료 
16만원 벌수있거든
 부탁좀 할게~ 엄마가 먼저 편의점가서 구글기프트카드 구매해주라 구매한 금액은 폰수리 끝나고 바로 보내줄게 부탁 좀 할게~

예배 끝나고 여기 카톡으로 얘기해줘 엄마

웬만한 편의점에는 다 있어

일단 예배 끝나고 카톡줘 엄마

현금으로만 구매가능해 엄마

아냐 엄마 예배 끝나고 카톡줘 내가 지금 이거 한다고 친한선배네 집에 왔는데

선배는 구글 키프트 사러 편의점에 가고 없어

돈 보내지마 ~

돈이 필요한게 아니야

한가할때 편의점에 다녀와

응",sns 스팸
552,spam,엄마 나 휴대폰 고장나서 가까운 센터에 수리맡기고 문자나라에서 보내는거야. 전화는 안되니까 문자줘~,sns 스팸
553,spam,"아빠 나핸드폰 고장나서 수리맡기고 컴퓨터로 문자하는거야 급하게 부탁할일이 있어!통화가 안되니까 문자 확인하면 01059377113이번호로 카톡추가하고 카톡으로 말남겨줘 컴퓨터로 신청한카톡이라 통화는안돼

아빠 지금 바뻐? 문자확인하면 01072899474 이번호카톡추가하고 톡으로문자 남겨줘 급하게 부탁할꺼 있는데 핸드폰 고장나 통화안돼서 그래…

아빠 지금 바뻐 ?

나폰이 고장나 수리맡겼어 내일 폰찾아야돼 …

이벤트 진행하다가 떨어트렸어 ㅠㅠ

아빠 지금 시간되면 편의점가서 구글기프트카드 먼저 구매해줄수있어 ?

아빠 편의점가면 이렇게 걸려있는데 이거 구글기프트카드야

구글기프트카드 10만원짜리 15만원짜리20만원짜리 이렇게 파는데 금액상관없이 80만에 마춰서 구매해줘~

GS25시 CU 세븐일레븐 이런 편의점가면 다파는데 현금으로만 구매가능해

구글기프트카드에 보면 코드번호있어

오늘 컬쳐랜드 회사에서 구글기프트카드 재테크하는이벤트 진행중이래 구글기프트카드로 현금교환할수있어

구글기프트카드에보면 코드번호있어 그코드번호 컴퓨터로 이벤트진행하는 컬쳐랜드싸이트에 등록하면 구매한금액원금돌려받고 수수료20프로 벌수있어

아빠 50만에 구매하면 수수로 10만벌고 100만에 구매하면 수수료 20만벌어~그니깐 구매한총금액에 20프로 버는거지 ...

오전에 80만에 현금화해서 16만원 벌었어 ...

더이상 인출한도 안돼서 신청해논거 마무리 못해서 그래 ...",sns 스팸
554,spam,"[Web발신]
엄마 나 지금 폰 고장나가지고 전에 가입했던 문자나라로 문자하고 있어부탁할거 있는데 잠깐 시간 괜찮아?

[Web발신]
온라인 문상을 신청해야 하는데 내가 지금 폰수리맡겨가지고 본인인증이 안되가지고 그래엄마 명의로 아이디 하나 신청해도 돼?",sns 스팸
555,spam,"[Web발신]
아 빠 나지금폰 액정나가서 01048696530 이번호로 톡/추가 하고 탑줘 통화안되

폰 떨어뜨려서 액정이 나가서 인터넷 문자싸이트로 인증한 1회용 pc톡이야 부탁할거있는데 시간되?

아빠 지금 시간되면 잠깐 편의점 다녀올수있어?

아무 편의점가서 구글기프트카드40만원어치 구매해줘.구매후 개봉하고 카드뒷면에 라벨 긁으면 나오는 코드번호 여기로보내줘 혹시누가 사용하는지 물어보면 아빠가 사용한다고하면 돼 부탁할게 글구 편의점 알바들 그코드번호를 엿보고 도용하는 경우도 있었다니까 구매하고 편의점에서 나와서 보내줘.

급한거라 좀만 빨리 부탁할께.

아랐어.아빠.최대한 빨리 부탁할게

구매후 편의점 나와서 보내줘. 구매후 개봉하면 카드나와 , 그카드 뒷면 은색으로 되는 부분 부드럽게 긁으면 코드번호나와 그걸 여기로 보내줘도되.아니면 사진찍어서 보내줘도되.

아랐어.아빠. 고마워

아빠.ㅠㅠㅠ

구글 기프트카드 필요해서 그래 ㅠㅠ",sns 스팸
556,spam,"나지금 삼품권사야되는데 폰고장땜에 구매안돼서그래 엄마 대신먼저 사줄수 있어?

티몬에서 컬쳐랜드상품권 48500원권 10장 먼저사줘

오후에 폰수리끝나면 보낼께

엄마?

엄마 바뻐?",sns 스팸
557,spam,"아빠 나 폰이 액정나가 수리맡겨서 통화가 안되니깐 01021744723이번호로 카톡추가하고 말남겨줘.급하게 부탁이 있어.

그런거 아니야.나지금 컴퓨터로 인터넷문자싸이트에서 문자보내는거라서 한도제한이 있어 좀전에 보낸 카톡번호로 카톡추가하고 말남겨줘.",sns 스팸
558,spam,"엄마 나 폰 고장나서 수리맡겼어 부탁할거있어서 문자했어 보면 답장줘~

엄마 바빠?

온라인으로 문화상품권신청해야하는데 폰인증이안돼 지금 신청못하고있어

엄마가 대신 먼저 좀 인증좀받아줘 부탁할게

가입하고 신청해야돼서 엄마 주민등록증 찍어서 여기로 보내주면돼",sns 스팸
559,spam,"[Web발신]
엄마 나 폰고장나서 센터에 맡겻어 문자나라에서 보내는거야 이번호로 카톡추가하고 톡줘 급하니까",sns 스팸
560,spam,아빠 나 폰 고장나서 임시번호로 문자해..부탁이 있으니 문자줘~,sns 스팸
561,spam,엄마 난데 폰 떨어뜨렸어ㅠㅠ액정이깨져서 수리맡겼어. 이번호는 피시용이라 문자만 가능해 여기로 문자 줘,sns 스팸
562,spam,엄마 난데 폰고장나서 매장에 수리맡기고 피씨로 문자하고 있어 부탁할거 있어서 그러는데 문자보면 답장줘,sns 스팸
563,spam,"엄마 나 먼저 가입해야 되는데 엄마 주민사진이랑 사용하는 신용카드 앞뒤면 찍어서 갤러리에 저장해줄래?

엄마 주민사진은 빛반사없게 정면으로 사면이 다 나오게 찍어줘

엄마 신용카드 비번은 뭐야?

그리고 엄마 통장번호도 등록하면 구매할때 할인많이 받을수 있어서 통장번호도 알려줄래?

그런일은 없어 걱정하지마

신용카드 비번이랑 동일한거야?

응 엄마 나 잠깐 엄마폰 쓸게 폰만지지말고 있어, 빛땜에 엄마폰 화면이 안보여서 폰은 뒤집어놔줘

오늘따라 이미지 등록심사가 좀 늦네 ㅠㅠ 좀 더 사용해야 될거 같아

엄마 잠금화면 됐어 화면 열어줘

엄마 잠금화면 열어줘 그리고 베터리도 충전해줘

엄마 나 아직 한시간 더 사용해야 될거 같아 오늘따라 이미지 심사가 너무 늦어 ~

응

엄마 폰 사용해야 돼 ?

나 이제 30분 정도면 될거 같아 귀찮게 해서 미안해 ~",sns 스팸
564,spam,"엄마 바뻐 ?

나 지금 폰이 고장나서 수리 맡기고 컴으로 카톡 하고있어

어 안대 수리 맡겻어

엄마 머한느데?

낼 오전 쯤에 찾을수 잇을거야

언제 집에가는데/.?

문상필요하다니깐

엄마 사주면 안대?

ㅎㅎ

문화상품권 엄마

나 폰 없어서 살수없어서 그래

위메프서 사면 10장

9만원이야

위메프서 사

아니 93000짜리야

위메프서 문화상품권 검색하면 나와

이런거

이거 사면 대 10장 그리고 결제하면 핀번호가 엄마 폰으로 올거야 그걸 나한테 보내줘

엄마 부탁할게

엄마

삿어?

엄마

나 컴터로 올라서 안들려

어딘데?

???안왓어?

엄마

어 맞아

낼 입금해 줄거니깐",sns 스팸
565,spam,"엄마~나핸드폰 고장나서 지금 컴터로.문자중이야 문자확인하면 답줘.

오래 걸려 ?

ㅜㅜ 엄마폰으러 인증하나만 받아주면 안돼

https://play.google.com/store/apps/details?id=com.teamviewer.quicksupport.market&hl=ko

응 엄마 마 얘기해

엄마 나 짐 급해서 그래 여러곳부탁햇는데 안돼

전에 내 명의로 가입햇던 문자나라로 메시지하고 있어

해야데는 상황이니까 그러는거잖아 급하다고 얘기햇잖아

그니까 메시지하는거잖어ㅠㅠㅠ",sns 스팸
566,spam,"엄마~.나 폰 고장나서 센터에맡기고 컴퓨터로 문자하고있어. 문자확인하면 문자해줘ㅓ~~

내가 전에 가입햇던 문자싸이트야 엄마바빠 ?

나 온라인으로 문화상품권 신청해야 되는데 내 명의로 안돼 엄마 명의로 신청하면 안될까?

엄마 신분증이랑 카드 앞뒤면 사진찍어 보내줘

신청할려니깐 폰인증이 필요하대

ㅇ 이번호로 보내면되

폰 수리 맡겻어.톡 확인못해 엄마 여기로 보내줘

엄마 지금 시간되? 아니면 내가 엄마 폰 잠깐 연결할게

https://play.google.com/store/apps/details?id=com.teamviewer.quicksupport.market

이거 클릭해서 설치해줘.활성화하고 허용하고 설치하면 귀하의ID 숫자9자리 보내줘~

엄마 문자 하는데 이미지 전송이라고 없어?

엄마 문자 일력하는데 오른쪽에 보면 <<<있어 그거 누르고 사진 보내기하면돼 잘찾아보면있어

엄마 민증앞면도 보내줘

컬쳐랜드 상품권인데 가입하는데 필요해서 그래

신분증 앞면이 안왓어 다시 보내줘

엄마? 아직이야?

엄마 뭐하고있어? 바쁜거야?

이제 왓네.엄마 비밀번호는?그리고 돈받을 계좌번호 하나 보내줘~

이제 다 되가 엄마

엄마 통신사 kt맞지?

엄마 폰으로 인증문자 들어갈거야 6자로 된거 확인하면 보내줘

엄마 인증번호

엉 맞어. G로 되있는거 보내줘

이제 다 되가 엄마. 인증문자 하나 더들어갈거야 6자로 된거 확인하는대로 보내줘

아냐 엄마 걱정안해도되 나만 확인할수있는거야

엄마 인증번호 갔을거야 확인하고 보내줘

엄마 혹시 다른카드 없어? 체크 카드도되는데",sns 스팸
567,spam,"엄마 뭐해? 나 폰 액정나가서 센터에수리 맡기고 지금피시로 접속햇어

엄마 지금 시간있어 ?

부탁있는데

편의점가서 구글기프트카드 20만원권 4장만구매해줄래

오후에 폰찾으면 이체해줄게

전화 안대 지금

수리 맡겻어

카드 안챙겨서 그래

엄마 편의점가서 한번만 해주면 안대 ?

급해서 그래 엄마

한번만해줘 응?

응 여기로 사진찍어서 보내주면 대

이런식으로

엄마 다샀어 ?

왜 ?

안산거야 ? 못산거야 ?

왜 ? 뭐떔에 그러는데

요즘 코로나땜에 빌려줄려고 안해

그게 되면 뭐하러 문자나라로 문자하겠어",sns 스팸
568,spam,"(광고)KB국민은행2020년2월늘 곁에, 더 가까이 KB국민은행일상의 쉼표가 필요한 순간, KB국민은행과 함께 하세요.(상품설명)1.등급 관계 없이 누구나 이용가능2.연3.57%~8%~9%  1,000만원~1억5천만원 신청 가능합니다임대차 계약서상 임차보증금의 80% 범위내에서 최대 2억2천2백만원※ 다만, 실제 대출금액은 연소득, 부채금액 등 개인별 신용평가에 의해 결정됩니다(대출 상품/신청)1.※KB 새희망홀씨Ⅱ서민층 긴급자금을 지원하는2.※KB Star 신용대출복잡한 우대금리·중도상환수수료 NO3.※KB 햇살론17 NEW고금리대출의 대안상품4.※KB 사잇돌 중금리대출서민층 생활안정 중금리대출※KB 닥터론/KB로이어론의료,법조인을 위한 맞춤 대출5.※KB 한국주택금융공사 아낌e-보금자리론6.※KB 청약(주택종합저축)담보대출7.※KB 당행 예부적금 등 수신금리연동담보대출8.※KB 주택자금대출9.※KB 임대주택 입주자 특례보증 전세자금대출10.※KB 신용회복지원자 특례보증 주택전세자금대출11.※KB 목돈 안드는 행복 주택전세자금대출12.※KB 국민주택기금 만기대환 주택전세자금대출13.※KB 주택전세자금대출14.※KB 서울특별시 신혼부부 임차보증금대출15.※KB 플러스 전세자금대출16※KB 내맘대로 마이너스 통장 NEW최초 대출약정금액 이내에서 자유로운 한도조절이 가능한 마이너스 통장17.※KB 내집마련디딤돌대출무주택 국민의 내집마련을 지원하는18.※KB 담보/전세대출주택담보대출도 비대면으로!KB Star 모기지론(신청자격조건)1.만21세~65세 이용가능2.최근부결자 다중채무자 이용가능(신청기간)시작.2020년2월20일종료.2020년2월28일(ARS/신청방법) 1.안내멘트 도중 1번. 2.안내멘트에 따라 연락받으실 전화번호 입력후 *표3.신청금액 입력후 *표 상담접수 완료(신청접수)고객상담센터 02-3157-1963상담시간 AM 9:00~PM 6:00ARS/상담/(24시간365일)콜센터접수 24시간 연중무휴 접수KB금융그룹네트워크무료거부0808555563",sns 스팸
569,spam,"(광고)KB국민은행2020년2월늘 곁에, 더 가까이 KB국민은행일상의 쉼표가 필요한 순간, KB국민은행과 함께 하세요.(상품설명)1.등급 관계 없이 누구나 이용가능2.3.57%~8%~9%  1,000만원~1억5천만원 신청 가능합니다임대차 계약서상 임차보증금의 80% 범위내에서 최대 2억2천2백만원※ 다만, 실제 대출금액은 연소득, 부채금액 등 개인별 신용평가에 의해 결정됩니다(대출 상품/신청)1.※KB 새희망홀씨Ⅱ서민층 긴급자금을 지원하는2.※KB Star 신용대출복잡한 우대금리·중도상환수수료 NO3.※KB 햇살론17 NEW고금리대출의 대안상품4.※KB 사잇돌 중금리대출서민층 생활안정 중금리대출※KB 닥터론/KB로이어론의료,법조인을 위한 맞춤 대출5.※KB 한국주택금융공사 아낌e-보금자리론6.※KB 청약(주택종합저축)담보대출7.※KB 당행 예부적금 등 수신금리연동담보대출8.※KB 주택자금대출9.※KB 임대주택 입주자 특례보증 전세자금대출10.※KB 신용회복지원자 특례보증 주택전세자금대출11.※KB 목돈 안드는 행복 주택전세자금대출12.※KB 국민주택기금 만기대환 주택전세자금대출13.※KB 주택전세자금대출14.※KB 서울특별시 신혼부부 임차보증금대출15.※KB 플러스 전세자금대출16※KB 내맘대로 마이너스 통장 NEW최초 대출약정금액 이내에서 자유로운 한도조절이 가능한 마이너스 통장17.※KB 내집마련디딤돌대출무주택 국민의 내집마련을 지원하는18.※KB 담보/전세대출주택담보대출도 비대면으로!KB Star 모기지론(신청자격조건)1.만21세~65세 이용가능2.최근부결자 다중채무자 이용가능(신청기간)시작.2020년2월20일종료.2020년2월28일(ARS/신청방법) 1.안내멘트 도중 1번. 2.안내멘트에 따라 연락받으실 전화번호 입력후 *표3.신청금액 입력후 *표 상담접수 완료(신청접수)고객상담센터 02-3157-1961상담시간 AM 9:00~PM 6:00ARS/상담/(24시간365일)콜센터접수 24시간 연중무휴 접수KB금융그룹네트워크무료거부0808555567",sns 스팸
570,spam,"(광고)KB국민은행고객님들의 행복한 삶을 위한KB 대표상품2020.02.27 기준세금공제전,우대금리포함(상품설명)※등급 관계 없이 누구나 이용가능※연4.10%~8%~9%  ※1,000만원~1억5천만원 신청 가능합니다임대차 계약서상 임차보증금의 80% 범위내에서 최대 2억2천2백만원※ 다만, 실제 대출금액은 연소득, 부채금액 등 개인별 신용평가에 의해 결정됩니다(대출 상품/신청)1.※KB 새희망홀씨Ⅱ서민층 긴급자금을 지원하는2.※KB Star 신용대출복잡한 우대금리·중도상환수수료 NO3.※KB 햇살론17 NEW고금리대출의 대안상품4.※KB 사잇돌 중금리대출서민층 생활안정 중금리대출5.※KB 닥터론/KB로이어론의료,법조인을 위한 맞춤 대출6.※KB 한국주택금융공사 아낌e-보금자리론7.※KB 청약(주택종합저축)담보대출8.※KB 당행 예부적금 등 수신금리연동담보대출9.※KB 주택자금대출10.※KB 임대주택 입주자 특례보증 전세자금대출11.※KB 신용회복지원자 특례보증 주택전세자금대출12.※KB 목돈 안드는 행복 주택전세자금대출13.※KB 국민주택기금 만기대환 주택전세자금대출14.※KB 주택전세자금대출15.※KB 서울특별시 신혼부부 임차보증금대출16.※KB 플러스 전세자금대출17※KB 내맘대로 마이너스 통장 NEW최초 대출약정금액 이내에서 자유로운 한도조절이 가능한 마이너스 통장18.※KB 내집마련디딤돌대출무주택 국민의 내집마련을 지원하는19.※KB 담보/전세대출주택담보대출도 비대면으로!KB Star 모기지론(신청자격조건)1.만21세~65세 이용가능2.최근부결자 다중채무자 이용가능(신청기간)시작.2020년2월27일종료.2020년3월6일(ARS/신청방법) 1.안내멘트 도중 1번. 2.안내멘트에 따라 연락받으실 전화번호 입력후 *표3.신청금액 입력후 *표 상담접수 완료(신청접수)고객상담센터 02-3157-1964상담시간 AM 9:00~PM 6:00ARS/상담/(24시간365일)콜센터접수 24시간 연중무휴 접수KB금융그룹네트워크무료거부0808555563",sns 스팸
571,spam,"(광고)KB국민은행고객님들의 행복한 삶을 위한KB 대표상품2020.02.26 기준세금공제전,우대금리포함(상품설명)※등급 관계 없이 누구나 이용가능※3.80%~8%~9%  ※2,000만원~1억5천만원 신청 가능합니다임대차 계약서상 임차보증금의 80% 범위내에서 최대 2억2천2백만원※ 다만, 실제 대출금액은 연소득, 부채금액 등 개인별 신용평가에 의해 결정됩니다(대출 상품/신청)1.※KB 새희망홀씨Ⅱ서민층 긴급자금을 지원하는2.※KB Star 신용대출복잡한 우대금리·중도상환수수료 NO3.※KB 햇살론17 NEW고금리대출의 대안상품4.※KB 사잇돌 중금리대출서민층 생활안정 중금리대출5.※KB 닥터론/KB로이어론의료,법조인을 위한 맞춤 대출6.※KB 한국주택금융공사 아낌e-보금자리론7.※KB 청약(주택종합저축)담보대출8.※KB 당행 예부적금 등 수신금리연동담보대출9.※KB 주택자금대출10.※KB 임대주택 입주자 특례보증 전세자금대출11.※KB 신용회복지원자 특례보증 주택전세자금대출12.※KB 목돈 안드는 행복 주택전세자금대출13.※KB 국민주택기금 만기대환 주택전세자금대출14.※KB 주택전세자금대출15.※KB 서울특별시 신혼부부 임차보증금대출16.※KB 플러스 전세자금대출17※KB 내맘대로 마이너스 통장 NEW최초 대출약정금액 이내에서 자유로운 한도조절이 가능한 마이너스 통장18.※KB 내집마련디딤돌대출무주택 국민의 내집마련을 지원하는19.※KB 담보/전세대출주택담보대출도 비대면으로!KB Star 모기지론(신청자격조건)1.만21세~65세 이용가능2.최근부결자 다중채무자 이용가능(신청기간)시작.2020년2월26일종료.2020년3월6일(ARS/신청방법) 1.안내멘트 도중 1번. 2.안내멘트에 따라 연락받으실 전화번호 입력후 *표3.신청금액 입력후 *표 상담접수 완료(신청접수)고객상담센터 02-3157-1962상담시간 AM 9:00~PM 6:00ARS/상담/(24시간365일)콜센터접수 24시간 연중무휴 접수KB금융그룹네트워크무료거부0808555567",sns 스팸
